Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,group
Shanghai,PM2.5 - Principal,24OCT17:00:00:00,2017,10,24,0,29.4,87,Moderate,27,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24OCT17:06:00:00,2017,10,24,6,30.6,90,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24OCT17:12:00:00,2017,10,24,12,28.8,86,Moderate,27,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24OCT17:18:00:00,2017,10,24,18,22.9,74,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25OCT17:00:00:00,2017,10,25,0,18.5,64,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25OCT17:06:00:00,2017,10,25,6,20.3,68,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25OCT17:12:00:00,2017,10,25,12,28.3,85,Moderate,27,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25OCT17:18:00:00,2017,10,25,18,30.3,89,Moderate,34,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26OCT17:00:00:00,2017,10,26,0,35.2,100,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26OCT17:06:00:00,2017,10,26,6,36.8,104,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26OCT17:12:00:00,2017,10,26,12,29.4,87,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26OCT17:18:00:00,2017,10,26,18,28.3,85,Moderate,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27OCT17:00:00:00,2017,10,27,0,20.4,68,Moderate,18,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27OCT17:06:00:00,2017,10,27,6,32.3,93,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27OCT17:12:00:00,2017,10,27,12,27.5,83,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27OCT17:18:00:00,2017,10,27,18,37.4,106,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28OCT17:00:00:00,2017,10,28,0,48.2,132,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28OCT17:06:00:00,2017,10,28,6,28.2,85,Moderate,21,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28OCT17:12:00:00,2017,10,28,12,29.9,88,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28OCT17:18:00:00,2017,10,28,18,36.4,103,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29OCT17:00:00:00,2017,10,29,0,37,105,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29OCT17:06:00:00,2017,10,29,6,41.7,116,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29OCT17:12:00:00,2017,10,29,12,141.7,196,Unhealthy,149,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29OCT17:18:00:00,2017,10,29,18,29.6,88,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30OCT17:00:00:00,2017,10,30,0,24.9,78,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30OCT17:06:00:00,2017,10,30,6,20.7,69,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30OCT17:12:00:00,2017,10,30,12,18.7,65,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30OCT17:18:00:00,2017,10,30,18,23.5,75,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31OCT17:00:00:00,2017,10,31,0,14.5,56,Moderate,11,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31OCT17:06:00:00,2017,10,31,6,19.4,66,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31OCT17:12:00:00,2017,10,31,12,15.6,58,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31OCT17:18:00:00,2017,10,31,18,20.2,68,Moderate,985,UG/M3,1 Hr,Invalid,1
Shanghai,PM2.5 - Principal,02NOV17:06:00:00,2017,11,2,6,137.4,193,Unhealthy,160,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02NOV17:12:00:00,2017,11,2,12,207.6,258,Very Unhealthy,169,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02NOV17:18:00:00,2017,11,2,18,41.4,116,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03NOV17:00:00:00,2017,11,3,0,107.6,178,Unhealthy,120,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03NOV17:06:00:00,2017,11,3,6,117.7,183,Unhealthy,138,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03NOV17:12:00:00,2017,11,3,12,74.5,161,Unhealthy,39,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03NOV17:18:00:00,2017,11,3,18,24.4,77,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04NOV17:00:00:00,2017,11,4,0,43,119,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04NOV17:06:00:00,2017,11,4,6,63.9,155,Unhealthy,64,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04NOV17:12:00:00,2017,11,4,12,44.2,122,Unhealthy for Sensitive Groups,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04NOV17:18:00:00,2017,11,4,18,39.1,110,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05NOV17:00:00:00,2017,11,5,0,52.7,143,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05NOV17:06:00:00,2017,11,5,6,49.4,135,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05NOV17:12:00:00,2017,11,5,12,54.9,149,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05NOV17:18:00:00,2017,11,5,18,55.9,151,Unhealthy,56,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06NOV17:00:00:00,2017,11,6,0,63,155,Unhealthy,53,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06NOV17:06:00:00,2017,11,6,6,45.8,126,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06NOV17:12:00:00,2017,11,6,12,53,144,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06NOV17:18:00:00,2017,11,6,18,70.9,159,Unhealthy,78,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07NOV17:00:00:00,2017,11,7,0,60.5,154,Unhealthy,53,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07NOV17:06:00:00,2017,11,7,6,49.1,134,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07NOV17:12:00:00,2017,11,7,12,92.5,170,Unhealthy,101,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07NOV17:18:00:00,2017,11,7,18,106.6,177,Unhealthy,119,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08NOV17:00:00:00,2017,11,8,0,14,55,Moderate,8,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08NOV17:06:00:00,2017,11,8,6,8.3,35,Good,11,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08NOV17:12:00:00,2017,11,8,12,13.5,54,Moderate,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08NOV17:18:00:00,2017,11,8,18,9.4,39,Good,10,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09NOV17:00:00:00,2017,11,9,0,49.1,134,Unhealthy for Sensitive Groups,68,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09NOV17:06:00:00,2017,11,9,6,73.5,160,Unhealthy,70,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09NOV17:12:00:00,2017,11,9,12,46.4,128,Unhealthy for Sensitive Groups,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09NOV17:18:00:00,2017,11,9,18,26.4,81,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10NOV17:00:00:00,2017,11,10,0,17.4,62,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10NOV17:06:00:00,2017,11,10,6,13.9,55,Moderate,14,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10NOV17:12:00:00,2017,11,10,12,37.3,105,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10NOV17:18:00:00,2017,11,10,18,73.1,160,Unhealthy,68,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11NOV17:00:00:00,2017,11,11,0,29.3,87,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11NOV17:06:00:00,2017,11,11,6,15,57,Moderate,14,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11NOV17:12:00:00,2017,11,11,12,25.8,80,Moderate,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11NOV17:18:00:00,2017,11,11,18,17.8,63,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12NOV17:00:00:00,2017,11,12,0,22.9,74,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12NOV17:06:00:00,2017,11,12,6,16.3,60,Moderate,14,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12NOV17:12:00:00,2017,11,12,12,18.4,64,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12NOV17:18:00:00,2017,11,12,18,20.8,69,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13NOV17:00:00:00,2017,11,13,0,24.7,77,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13NOV17:06:00:00,2017,11,13,6,20.5,69,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13NOV17:12:00:00,2017,11,13,12,28.5,85,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13NOV17:18:00:00,2017,11,13,18,29.5,88,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14NOV17:00:00:00,2017,11,14,0,33.9,97,Moderate,35,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14NOV17:06:00:00,2017,11,14,6,39.4,111,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14NOV17:12:00:00,2017,11,14,12,45.4,125,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14NOV17:18:00:00,2017,11,14,18,42.8,119,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15NOV17:00:00:00,2017,11,15,0,30.6,90,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15NOV17:06:00:00,2017,11,15,6,25.3,79,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15NOV17:12:00:00,2017,11,15,12,30.2,89,Moderate,32,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15NOV17:18:00:00,2017,11,15,18,34.6,98,Moderate,37,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16NOV17:00:00:00,2017,11,16,0,37.5,106,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16NOV17:06:00:00,2017,11,16,6,27,82,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16NOV17:12:00:00,2017,11,16,12,28.1,85,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16NOV17:18:00:00,2017,11,16,18,26.1,80,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17NOV17:00:00:00,2017,11,17,0,19.2,66,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17NOV17:06:00:00,2017,11,17,6,11.9,50,Good,12,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17NOV17:12:00:00,2017,11,17,12,15,57,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17NOV17:18:00:00,2017,11,17,18,15.6,58,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18NOV17:00:00:00,2017,11,18,0,13.6,54,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18NOV17:06:00:00,2017,11,18,6,26.7,82,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18NOV17:12:00:00,2017,11,18,12,15.5,58,Moderate,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18NOV17:18:00:00,2017,11,18,18,18.8,65,Moderate,21,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19NOV17:00:00:00,2017,11,19,0,21.7,71,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19NOV17:06:00:00,2017,11,19,6,30.1,89,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19NOV17:12:00:00,2017,11,19,12,41.6,116,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19NOV17:18:00:00,2017,11,19,18,29.9,88,Moderate,27,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20NOV17:00:00:00,2017,11,20,0,19.4,66,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20NOV17:06:00:00,2017,11,20,6,18.1,64,Moderate,18,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20NOV17:12:00:00,2017,11,20,12,21.4,71,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20NOV17:18:00:00,2017,11,20,18,20.9,70,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21NOV17:00:00:00,2017,11,21,0,31.9,93,Moderate,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21NOV17:06:00:00,2017,11,21,6,34.9,99,Moderate,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21NOV17:12:00:00,2017,11,21,12,56.2,151,Unhealthy,55,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21NOV17:18:00:00,2017,11,21,18,57.6,152,Unhealthy,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22NOV17:00:00:00,2017,11,22,0,52.4,143,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22NOV17:06:00:00,2017,11,22,6,30,89,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22NOV17:12:00:00,2017,11,22,12,78.4,163,Unhealthy,97,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22NOV17:18:00:00,2017,11,22,18,87.9,168,Unhealthy,91,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23NOV17:00:00:00,2017,11,23,0,58.8,153,Unhealthy,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23NOV17:06:00:00,2017,11,23,6,24.3,77,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23NOV17:12:00:00,2017,11,23,12,37.3,105,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23NOV17:18:00:00,2017,11,23,18,44.2,122,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24NOV17:00:00:00,2017,11,24,0,56.8,152,Unhealthy,59,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24NOV17:06:00:00,2017,11,24,6,66.6,157,Unhealthy,69,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24NOV17:12:00:00,2017,11,24,12,70.8,159,Unhealthy,58,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24NOV17:18:00:00,2017,11,24,18,59.4,153,Unhealthy,60,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25NOV17:00:00:00,2017,11,25,0,71.3,159,Unhealthy,78,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25NOV17:06:00:00,2017,11,25,6,67.3,157,Unhealthy,63,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25NOV17:12:00:00,2017,11,25,12,64.2,155,Unhealthy,56,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25NOV17:18:00:00,2017,11,25,18,32.2,93,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26NOV17:00:00:00,2017,11,26,0,41.7,116,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26NOV17:06:00:00,2017,11,26,6,43,119,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26NOV17:12:00:00,2017,11,26,12,62.9,155,Unhealthy,66,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26NOV17:18:00:00,2017,11,26,18,94.9,171,Unhealthy,102,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27NOV17:00:00:00,2017,11,27,0,69.2,158,Unhealthy,59,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27NOV17:06:00:00,2017,11,27,6,32.7,94,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27NOV17:12:00:00,2017,11,27,12,35.2,100,Moderate,37,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27NOV17:18:00:00,2017,11,27,18,34.7,99,Moderate,36,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28NOV17:00:00:00,2017,11,28,0,32.1,93,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28NOV17:06:00:00,2017,11,28,6,33.8,97,Moderate,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28NOV17:12:00:00,2017,11,28,12,53.6,146,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28NOV17:18:00:00,2017,11,28,18,65.9,156,Unhealthy,69,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29NOV17:00:00:00,2017,11,29,0,100.7,174,Unhealthy,111,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29NOV17:06:00:00,2017,11,29,6,99.4,174,Unhealthy,82,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29NOV17:12:00:00,2017,11,29,12,124.3,187,Unhealthy,144,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29NOV17:18:00:00,2017,11,29,18,48.1,132,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30NOV17:00:00:00,2017,11,30,0,18.3,64,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30NOV17:06:00:00,2017,11,30,6,11.7,49,Good,11,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30NOV17:12:00:00,2017,11,30,12,21.3,70,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30NOV17:18:00:00,2017,11,30,18,31.2,91,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01DEC17:00:00:00,2017,12,1,0,32.3,93,Moderate,32,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01DEC17:06:00:00,2017,12,1,6,29.9,88,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01DEC17:12:00:00,2017,12,1,12,42.5,118,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01DEC17:18:00:00,2017,12,1,18,45,124,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02DEC17:00:00:00,2017,12,2,0,52.3,142,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02DEC17:06:00:00,2017,12,2,6,35.6,101,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02DEC17:12:00:00,2017,12,2,12,27.3,83,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02DEC17:18:00:00,2017,12,2,18,27.9,84,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03DEC17:00:00:00,2017,12,3,0,31.9,93,Moderate,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03DEC17:06:00:00,2017,12,3,6,34.6,98,Moderate,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03DEC17:12:00:00,2017,12,3,12,39.8,112,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03DEC17:18:00:00,2017,12,3,18,65.2,156,Unhealthy,73,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04DEC17:00:00:00,2017,12,4,0,51.3,140,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04DEC17:06:00:00,2017,12,4,6,116.2,182,Unhealthy,128,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04DEC17:12:00:00,2017,12,4,12,127.6,188,Unhealthy,120,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04DEC17:18:00:00,2017,12,4,18,54.1,147,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05DEC17:00:00:00,2017,12,5,0,33.1,95,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05DEC17:06:00:00,2017,12,5,6,40.1,112,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05DEC17:12:00:00,2017,12,5,12,51.9,141,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05DEC17:18:00:00,2017,12,5,18,39.2,110,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06DEC17:00:00:00,2017,12,6,0,41.8,117,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06DEC17:06:00:00,2017,12,6,6,44.3,123,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06DEC17:18:00:00,2017,12,6,18,62.1,154,Unhealthy,66,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07DEC17:00:00:00,2017,12,7,0,67.9,157,Unhealthy,65,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07DEC17:06:00:00,2017,12,7,6,68,157,Unhealthy,69,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07DEC17:12:00:00,2017,12,7,12,98.7,173,Unhealthy,107,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07DEC17:18:00:00,2017,12,7,18,107.5,178,Unhealthy,117,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08DEC17:00:00:00,2017,12,8,0,91.9,170,Unhealthy,71,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08DEC17:06:00:00,2017,12,8,6,32.1,93,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08DEC17:12:00:00,2017,12,8,12,21.8,71,Moderate,18,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08DEC17:18:00:00,2017,12,8,18,34.6,98,Moderate,36,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09DEC17:00:00:00,2017,12,9,0,40.2,113,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09DEC17:06:00:00,2017,12,9,6,48.7,134,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09DEC17:12:00:00,2017,12,9,12,52.4,143,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09DEC17:18:00:00,2017,12,9,18,51.4,140,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10DEC17:00:00:00,2017,12,10,0,54,147,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10DEC17:06:00:00,2017,12,10,6,72.1,160,Unhealthy,82,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12DEC17:12:00:00,2017,12,12,12,23.3,75,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13DEC17:18:00:00,2017,12,13,18,35.6,101,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14DEC17:00:00:00,2017,12,14,0,44.2,122,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14DEC17:06:00:00,2017,12,14,6,29.5,88,Moderate,21,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14DEC17:12:00:00,2017,12,14,12,24.1,76,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14DEC17:18:00:00,2017,12,14,18,20.2,68,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15DEC17:00:00:00,2017,12,15,0,20.4,68,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15DEC17:06:00:00,2017,12,15,6,18.3,64,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15DEC17:12:00:00,2017,12,15,12,25.2,79,Moderate,24,UG/M3,1 Hr,Valid,1
