Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,group
Shanghai,PM2.5 - Principal,01JAN15:06:00:00,2015,1,1,6,38.6,109,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01JAN15:12:00:00,2015,1,1,12,31.5,92,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01JAN15:18:00:00,2015,1,1,18,49.3,135,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02JAN15:00:00:00,2015,1,2,0,58.8,153,Unhealthy,57,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02JAN15:06:00:00,2015,1,2,6,77.6,162,Unhealthy,76,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02JAN15:12:00:00,2015,1,2,12,78.9,163,Unhealthy,82,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02JAN15:18:00:00,2015,1,2,18,78.4,163,Unhealthy,87,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03JAN15:00:00:00,2015,1,3,0,108.9,179,Unhealthy,114,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03JAN15:06:00:00,2015,1,3,6,106.7,177,Unhealthy,102,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03JAN15:12:00:00,2015,1,3,12,101.6,175,Unhealthy,87,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03JAN15:18:00:00,2015,1,3,18,90.2,169,Unhealthy,95,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04JAN15:00:00:00,2015,1,4,0,89.2,168,Unhealthy,85,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04JAN15:06:00:00,2015,1,4,6,88,168,Unhealthy,90,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04JAN15:12:00:00,2015,1,4,12,171.1,221,Very Unhealthy,178,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04JAN15:18:00:00,2015,1,4,18,106.6,177,Unhealthy,96,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05JAN15:00:00:00,2015,1,5,0,120.8,185,Unhealthy,95,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05JAN15:06:00:00,2015,1,5,6,60.1,153,Unhealthy,56,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05JAN15:12:00:00,2015,1,5,12,55.2,150,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05JAN15:18:00:00,2015,1,5,18,83.9,166,Unhealthy,99,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06JAN15:00:00:00,2015,1,6,0,143.8,197,Unhealthy,161,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06JAN15:06:00:00,2015,1,6,6,188.5,239,Very Unhealthy,175,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06JAN15:12:00:00,2015,1,6,12,41.5,116,Unhealthy for Sensitive Groups,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06JAN15:18:00:00,2015,1,6,18,26.3,81,Moderate,21,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07JAN15:00:00:00,2015,1,7,0,21.8,71,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07JAN15:06:00:00,2015,1,7,6,18.2,64,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07JAN15:12:00:00,2015,1,7,12,39.8,112,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07JAN15:18:00:00,2015,1,7,18,65.6,156,Unhealthy,68,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08JAN15:00:00:00,2015,1,8,0,53.5,145,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08JAN15:06:00:00,2015,1,8,6,52.3,142,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08JAN15:12:00:00,2015,1,8,12,81.8,165,Unhealthy,84,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08JAN15:18:00:00,2015,1,8,18,87.5,168,Unhealthy,89,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09JAN15:00:00:00,2015,1,9,0,98.2,173,Unhealthy,98,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09JAN15:06:00:00,2015,1,9,6,99.7,174,Unhealthy,106,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09JAN15:12:00:00,2015,1,9,12,171.2,222,Very Unhealthy,175,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09JAN15:18:00:00,2015,1,9,18,165.4,216,Very Unhealthy,169,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10JAN15:00:00:00,2015,1,10,0,174.1,224,Very Unhealthy,183,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10JAN15:06:00:00,2015,1,10,6,200.8,251,Very Unhealthy,221,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10JAN15:12:00:00,2015,1,10,12,192.1,242,Very Unhealthy,190,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10JAN15:18:00:00,2015,1,10,18,129.3,189,Unhealthy,135,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11JAN15:00:00:00,2015,1,11,0,192.2,242,Very Unhealthy,213,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11JAN15:06:00:00,2015,1,11,6,216,266,Very Unhealthy,204,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11JAN15:12:00:00,2015,1,11,12,172.8,223,Very Unhealthy,142,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11JAN15:18:00:00,2015,1,11,18,180.1,230,Very Unhealthy,214,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12JAN15:00:00:00,2015,1,12,0,108.7,178,Unhealthy,66,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12JAN15:06:00:00,2015,1,12,6,18.6,65,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12JAN15:12:00:00,2015,1,12,12,23,74,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12JAN15:18:00:00,2015,1,12,18,23.3,75,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13JAN15:00:00:00,2015,1,13,0,21.6,71,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13JAN15:06:00:00,2015,1,13,6,17.4,62,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13JAN15:12:00:00,2015,1,13,12,24.5,77,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13JAN15:18:00:00,2015,1,13,18,24.4,77,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14JAN15:00:00:00,2015,1,14,0,23.2,74,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14JAN15:06:00:00,2015,1,14,6,13,53,Moderate,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14JAN15:12:00:00,2015,1,14,12,26.4,81,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14JAN15:18:00:00,2015,1,14,18,31.6,92,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15JAN15:00:00:00,2015,1,15,0,36.7,104,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15JAN15:06:00:00,2015,1,15,6,62.1,154,Unhealthy,58,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15JAN15:12:00:00,2015,1,15,12,112.2,180,Unhealthy,116,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15JAN15:18:00:00,2015,1,15,18,64,155,Unhealthy,63,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16JAN15:00:00:00,2015,1,16,0,103.9,176,Unhealthy,111,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16JAN15:06:00:00,2015,1,16,6,92.6,170,Unhealthy,82,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16JAN15:12:00:00,2015,1,16,12,94.8,171,Unhealthy,103,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16JAN15:18:00:00,2015,1,16,18,124.4,187,Unhealthy,139,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17JAN15:00:00:00,2015,1,17,0,174,224,Very Unhealthy,183,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17JAN15:06:00:00,2015,1,17,6,130.3,190,Unhealthy,86,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17JAN15:12:00:00,2015,1,17,12,61.1,154,Unhealthy,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17JAN15:18:00:00,2015,1,17,18,36.2,103,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18JAN15:00:00:00,2015,1,18,0,25.2,79,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18JAN15:06:00:00,2015,1,18,6,32.5,94,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18JAN15:12:00:00,2015,1,18,12,91.2,169,Unhealthy,135,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18JAN15:18:00:00,2015,1,18,18,124.8,187,Unhealthy,117,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19JAN15:00:00:00,2015,1,19,0,130.6,190,Unhealthy,129,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19JAN15:06:00:00,2015,1,19,6,128.7,189,Unhealthy,127,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19JAN15:12:00:00,2015,1,19,12,118.3,183,Unhealthy,104,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19JAN15:18:00:00,2015,1,19,18,49.9,136,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20JAN15:06:00:00,2015,1,20,6,32.7,94,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20JAN15:12:00:00,2015,1,20,12,30.3,89,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20JAN15:18:00:00,2015,1,20,18,40.6,114,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21JAN15:06:00:00,2015,1,21,6,62.6,155,Unhealthy,73,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21JAN15:12:00:00,2015,1,21,12,104.8,176,Unhealthy,104,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21JAN15:18:00:00,2015,1,21,18,138.1,194,Unhealthy,148,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22JAN15:00:00:00,2015,1,22,0,141.5,195,Unhealthy,130,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22JAN15:06:00:00,2015,1,22,6,154.7,205,Very Unhealthy,158,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22JAN15:12:00:00,2015,1,22,12,136.7,193,Unhealthy,118,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22JAN15:18:00:00,2015,1,22,18,107,178,Unhealthy,115,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23JAN15:00:00:00,2015,1,23,0,142,196,Unhealthy,142,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23JAN15:06:00:00,2015,1,23,6,113.3,181,Unhealthy,98,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23JAN15:12:00:00,2015,1,23,12,123.3,186,Unhealthy,129,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23JAN15:18:00:00,2015,1,23,18,121.2,185,Unhealthy,122,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24JAN15:00:00:00,2015,1,24,0,96.7,172,Unhealthy,105,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24JAN15:06:00:00,2015,1,24,6,122.8,186,Unhealthy,131,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24JAN15:12:00:00,2015,1,24,12,136.9,193,Unhealthy,138,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24JAN15:18:00:00,2015,1,24,18,96.6,172,Unhealthy,95,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25JAN15:00:00:00,2015,1,25,0,45.4,125,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25JAN15:06:00:00,2015,1,25,6,35.8,102,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25JAN15:12:00:00,2015,1,25,12,52.6,143,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25JAN15:18:00:00,2015,1,25,18,240.2,290,Very Unhealthy,287,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26JAN15:00:00:00,2015,1,26,0,203.6,254,Very Unhealthy,187,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26JAN15:06:00:00,2015,1,26,6,108.3,178,Unhealthy,94,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26JAN15:12:00:00,2015,1,26,12,96.8,172,Unhealthy,112,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26JAN15:18:00:00,2015,1,26,18,108.7,178,Unhealthy,111,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27JAN15:00:00:00,2015,1,27,0,79.5,163,Unhealthy,71,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27JAN15:06:00:00,2015,1,27,6,70.3,159,Unhealthy,65,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27JAN15:12:00:00,2015,1,27,12,82.1,165,Unhealthy,62,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27JAN15:18:00:00,2015,1,27,18,22.2,72,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28JAN15:00:00:00,2015,1,28,0,21.4,71,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28JAN15:06:00:00,2015,1,28,6,20.2,68,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28JAN15:12:00:00,2015,1,28,12,28.5,85,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28JAN15:18:00:00,2015,1,28,18,29.5,88,Moderate,32,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29JAN15:00:00:00,2015,1,29,0,21.5,71,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29JAN15:06:00:00,2015,1,29,6,17.6,63,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29JAN15:12:00:00,2015,1,29,12,19.5,67,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29JAN15:18:00:00,2015,1,29,18,21.8,71,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30JAN15:00:00:00,2015,1,30,0,31.4,92,Moderate,35,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30JAN15:06:00:00,2015,1,30,6,46.3,128,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30JAN15:12:00:00,2015,1,30,12,73.1,160,Unhealthy,70,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30JAN15:18:00:00,2015,1,30,18,129.4,189,Unhealthy,128,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31JAN15:00:00:00,2015,1,31,0,69.8,158,Unhealthy,66,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31JAN15:06:00:00,2015,1,31,6,63.9,155,Unhealthy,68,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31JAN15:12:00:00,2015,1,31,12,31.9,93,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31JAN15:18:00:00,2015,1,31,18,24.8,78,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01FEB15:00:00:00,2015,2,1,0,22.9,74,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01FEB15:06:00:00,2015,2,1,6,19.2,66,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01FEB15:12:00:00,2015,2,1,12,28,84,Moderate,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01FEB15:18:00:00,2015,2,1,18,27.1,83,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02FEB15:00:00:00,2015,2,2,0,27.8,84,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02FEB15:06:00:00,2015,2,2,6,33.8,97,Moderate,36,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02FEB15:12:00:00,2015,2,2,12,31.5,92,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02FEB15:18:00:00,2015,2,2,18,32.6,94,Moderate,32,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03FEB15:00:00:00,2015,2,3,0,31.2,91,Moderate,35,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03FEB15:06:00:00,2015,2,3,6,39,110,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03FEB15:12:00:00,2015,2,3,12,39,110,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03FEB15:18:00:00,2015,2,3,18,41.9,117,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04FEB15:00:00:00,2015,2,4,0,51.3,140,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04FEB15:06:00:00,2015,2,4,6,109.1,179,Unhealthy,129,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04FEB15:12:00:00,2015,2,4,12,176.6,227,Very Unhealthy,177,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04FEB15:18:00:00,2015,2,4,18,223.1,273,Very Unhealthy,235,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05FEB15:00:00:00,2015,2,5,0,251.7,302,Hazardous,238,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05FEB15:06:00:00,2015,2,5,6,156.5,207,Very Unhealthy,137,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05FEB15:12:00:00,2015,2,5,12,58.9,153,Unhealthy,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05FEB15:18:00:00,2015,2,5,18,50.9,139,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06FEB15:00:00:00,2015,2,6,0,59.6,153,Unhealthy,65,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06FEB15:06:00:00,2015,2,6,6,63.7,155,Unhealthy,64,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06FEB15:12:00:00,2015,2,6,12,74.7,161,Unhealthy,73,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06FEB15:18:00:00,2015,2,6,18,77,162,Unhealthy,85,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07FEB15:00:00:00,2015,2,7,0,90.4,169,Unhealthy,100,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07FEB15:06:00:00,2015,2,7,6,106,177,Unhealthy,105,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07FEB15:12:00:00,2015,2,7,12,106.3,177,Unhealthy,96,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07FEB15:18:00:00,2015,2,7,18,103.9,176,Unhealthy,123,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08FEB15:00:00:00,2015,2,8,0,133.2,191,Unhealthy,138,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08FEB15:06:00:00,2015,2,8,6,71.9,159,Unhealthy,45,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08FEB15:12:00:00,2015,2,8,12,21.4,71,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08FEB15:18:00:00,2015,2,8,18,30.1,89,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09FEB15:00:00:00,2015,2,9,0,40.1,112,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09FEB15:06:00:00,2015,2,9,6,20,68,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09FEB15:12:00:00,2015,2,9,12,26.2,81,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09FEB15:18:00:00,2015,2,9,18,43.4,120,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10FEB15:00:00:00,2015,2,10,0,57.8,152,Unhealthy,60,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10FEB15:06:00:00,2015,2,10,6,61.7,154,Unhealthy,60,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10FEB15:12:00:00,2015,2,10,12,59.8,153,Unhealthy,56,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10FEB15:18:00:00,2015,2,10,18,56.4,151,Unhealthy,59,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11FEB15:00:00:00,2015,2,11,0,46.7,129,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11FEB15:06:00:00,2015,2,11,6,57.9,152,Unhealthy,60,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11FEB15:12:00:00,2015,2,11,12,83.1,165,Unhealthy,75,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11FEB15:18:00:00,2015,2,11,18,81.6,164,Unhealthy,88,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12FEB15:00:00:00,2015,2,12,0,97.9,173,Unhealthy,107,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12FEB15:06:00:00,2015,2,12,6,168.6,219,Very Unhealthy,189,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12FEB15:12:00:00,2015,2,12,12,249.7,299,Very Unhealthy,258,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12FEB15:18:00:00,2015,2,12,18,203.9,254,Very Unhealthy,173,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13FEB15:00:00:00,2015,2,13,0,36.7,104,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13FEB15:06:00:00,2015,2,13,6,47,129,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13FEB15:12:00:00,2015,2,13,12,55.1,149,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13FEB15:18:00:00,2015,2,13,18,56.2,151,Unhealthy,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14FEB15:00:00:00,2015,2,14,0,35.2,100,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14FEB15:06:00:00,2015,2,14,6,40.1,112,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14FEB15:12:00:00,2015,2,14,12,72.5,160,Unhealthy,76,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14FEB15:18:00:00,2015,2,14,18,71.7,159,Unhealthy,70,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15FEB15:00:00:00,2015,2,15,0,53.3,145,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15FEB15:06:00:00,2015,2,15,6,48.2,132,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15FEB15:12:00:00,2015,2,15,12,56,151,Unhealthy,59,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15FEB15:18:00:00,2015,2,15,18,51.5,140,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16FEB15:00:00:00,2015,2,16,0,84.3,166,Unhealthy,93,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16FEB15:06:00:00,2015,2,16,6,82.1,165,Unhealthy,81,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16FEB15:12:00:00,2015,2,16,12,128.7,189,Unhealthy,122,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16FEB15:18:00:00,2015,2,16,18,106,177,Unhealthy,100,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17FEB15:00:00:00,2015,2,17,0,138.3,194,Unhealthy,151,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17FEB15:06:00:00,2015,2,17,6,167.6,218,Very Unhealthy,177,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17FEB15:12:00:00,2015,2,17,12,144.1,197,Unhealthy,119,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17FEB15:18:00:00,2015,2,17,18,72,160,Unhealthy,68,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18FEB15:00:00:00,2015,2,18,0,80,164,Unhealthy,88,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18FEB15:06:00:00,2015,2,18,6,87.7,168,Unhealthy,92,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18FEB15:12:00:00,2015,2,18,12,89.2,168,Unhealthy,93,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18FEB15:18:00:00,2015,2,18,18,35.1,99,Moderate,36,UG/M3,1 Hr,Valid,1
